,Processed Title,Release Date,Year,imdb_id,has_synopsis,has_plot,new_title
Der Baader Meinhof Komplex,Der-Baader-Meinhof-Komplex,"Aug 21, 2009",2009,NO ID FOUND,NO,NO,Der-Baader-Meinhof-Komplex
The Shape of Water,"Shape-of-Water,-The","Dec 1, 2017",2017,8145346,NO,YES,"Shape-of-Water,-The"
De rouille et d'os,De-rouille-et-d'os,"Nov 23, 2012",2012,2053425,YES,YES,De-rouille-et-d'os
The Painted Veil,"Painted-Veil,-The","Dec 20, 2006",2006,0446755,YES,YES,"Painted-Veil,-The"
The Frozen Ground,"Frozen-Ground,-The","Aug 23, 2013",2013,6188850,NO,NO,"Frozen-Ground,-The"
The Devil's Double,"Devil's-Double,-The","Jul 29, 2011",2011,2010686,NO,NO,"Devil's-Double,-The"
Back to the Future,Back-to-the-Future,"Jul 3, 1985",1985,0088763,YES,YES,Back-to-the-Future
Dances with Wolves,Dances-with-Wolves,"Nov 9, 1990",1990,0401628,NO,YES,Dances-with-Wolves
Scary Movie,Scary-Movie,"Jul 7, 2000",2000,0212235,YES,YES,Scary-Movie
Bad Teacher,Bad-Teacher,"Jun 24, 2011",2011,1974215,NO,NO,Bad-Teacher
Sausage Party,Sausage-Party,"Aug 12, 2016",2016,7471756,NO,NO,Sausage-Party
Sea of Love,Sea-of-Love,"Sep 15, 1989",1989,2660362,NO,NO,Sea-of-Love
Just Married,Just-Married,"Jan 10, 2003",2003,0305711,YES,YES,Just-Married
I Can Do Bad All By Myself,I-Can-Do-Bad-All-By-Myself,"Sep 11, 2009",2009,1519208,NO,YES,I-Can-Do-Bad-All-By-Myself
A Cinderella Story,A-Cinderella-Story,"Jul 16, 2004",2004,2619878,NO,YES,A-Cinderella-Story
The Shining,"Shining,-The","May 23, 1980",1980,0203667,NO,YES,"Shining,-The"
Thirteen Ghosts,Thirteen-Ghosts,"Oct 26, 2001",2001,0245674,YES,YES,Thirteen-Ghosts
House on Haunted Hill,House-on-Haunted-Hill,"Oct 29, 1999",1999,0185371,YES,YES,House-on-Haunted-Hill
The Crazies,"Crazies,-The","Feb 26, 2010",2010,8967120,NO,NO,"Crazies,-The"
Notorious,Notorious,"Jan 16, 2009",2009,1642646,NO,NO,Notorious
Nobody's Fool,Nobody's-Fool,"Nov 2, 2018",2018,9230612,NO,NO,Nobody's-Fool
The Switch,"Switch,-The","Aug 20, 2010",2010,1612248,NO,YES,"Switch,-The"
Leap Year,Leap-Year,"Jan 8, 2010",2010,1592097,NO,YES,Leap-Year
The Book Thief,"Book-Thief,-The","Nov 8, 2013",2013,3776770,NO,NO,"Book-Thief,-The"
"Gone, Baby, Gone","Gone,-Baby,-Gone","Oct 19, 2007",2007,0452623,YES,YES,"Gone,-Baby,-Gone"
Thomas and the Magic Railroad,Thomas-and-the-Magic-Railroad,"Jul 26, 2000",2000,7243372,NO,NO,Thomas-and-the-Magic-Railroad
Mutiny on The Bounty,Mutiny-on-The-Bounty,"Nov 8, 1962",1962,0056264,YES,YES,Mutiny-on-The-Bounty
Sen to Chihiro no Kamikakushi,Sen-to-Chihiro-no-Kamikakushi,"Sep 20, 2002",2002,NO ID FOUND,NO,NO,Sen-to-Chihiro-no-Kamikakushi
Sex Drive,Sex-Drive,"Oct 17, 2008",2008,1181931,NO,YES,Sex-Drive
Firestorm,Firestorm,"Jan 9, 1998",1998,0822152,NO,NO,Firestorm
Take Me Home Tonight,Take-Me-Home-Tonight,"Mar 4, 2011",2011,2135157,NO,NO,Take-Me-Home-Tonight
Won't Back Down,Won't-Back-Down,"Sep 28, 2012",2012,2828786,NO,NO,Won't-Back-Down
Action Point,Action-Point,"Jun 1, 2018",2018,8520880,NO,NO,Action-Point
The Fall of the Roman Empire,"Fall-of-the-Roman-Empire,-The","Jan 1, 1964",1964,0058085,NO,YES,"Fall-of-the-Roman-Empire,-The"
The Nutcracker,"Nutcracker,-The","Nov 24, 1993",1993,0107719,YES,YES,"Nutcracker,-The"
George Balanchine's The Nutcracker,George-Balanchine's-The-Nutcracker,"Dec 13, 2011",2011,2113367,NO,YES,George-Balanchine's-The-Nutcracker
Kansas City,Kansas-City,"Aug 16, 1996",1996,3876738,NO,NO,Kansas-City
Out of the Inferno,Out-of-the-Inferno,"Mar 8, 2016",2016,NO ID FOUND,NO,NO,Out-of-the-Inferno
George A. Romero's Land of the Dead,George-A.-Romero's-Land-of-the-Dead,"Jun 24, 2005",2005,0418819,YES,YES,George-A.-Romero's-Land-of-the-Dead
IndigÃ¨nes,IndigÃ¨nes,"Dec 15, 2006",2006,NO ID FOUND,NO,NO,IndigÃ¨nes
The Amityville Horror,"Amityville-Horror,-The","Apr 15, 2005",2005,0495874,NO,YES,"Amityville-Horror,-The"
Adaptation,Adaptation,"Dec 6, 2002",2002,6574444,NO,NO,Adaptation
The Invention of Lying,"Invention-of-Lying,-The","Oct 2, 2009",2009,1535248,NO,NO,"Invention-of-Lying,-The"
Fear and Loathing in Las Vegas,Fear-and-Loathing-in-Las-Vegas,"May 22, 1998",1998,0879855,NO,NO,Fear-and-Loathing-in-Las-Vegas
Ne le dis Ã  personne,Ne-le-dis-Ã -personne,"Jul 4, 2008",2008,NO ID FOUND,NO,NO,Ne-le-dis-Ã -personne
Left Behind,Left-Behind,"Feb 2, 2001",2001,9257690,NO,NO,Left-Behind
Neighbors,Neighbors,"May 9, 2014",2014,3951130,NO,YES,Neighbors
Borat,Borat,"Nov 3, 2006",2006,0903891,NO,NO,Borat
The Mask,"Mask,-The","Jul 29, 1994",1994,0110912,YES,YES,"Mask,-The"
Big,Big,"Jun 3, 1988",1988,0095221,NO,YES,Big
Legally Blonde,Legally-Blonde,"Jul 13, 2001",2001,0322761,NO,NO,Legally-Blonde
Mean Girls,Mean-Girls,"Apr 30, 2004",2004,0434353,NO,YES,Mean-Girls
Star Trek III: The Search for Spock,Star-Trek-III-The-Search-for-Spock,"Jun 1, 1984",1984,1660695,NO,YES,Star-Trek-III-The-Search-for-Spock
The Exorcism of Emily Rose,"Exorcism-of-Emily-Rose,-The","Sep 9, 2005",2005,7353660,NO,NO,"Exorcism-of-Emily-Rose,-The"
Deuce Bigalow: Male Gigolo,Deuce-Bigalow-Male-Gigolo,"Dec 10, 1999",1999,0701668,NO,NO,Deuce-Bigalow-Male-Gigolo
Barbershop 2: Back in Business,Barbershop-2-Back-in-Business,"Jan 1, 2004",2004,7345300,NO,NO,Barbershop-2-Back-in-Business
The Family Stone,"Family-Stone,-The","Dec 16, 2005",2005,7353738,NO,NO,"Family-Stone,-The"
Bad Santa,Bad-Santa,"Nov 26, 2003",2003,8886272,NO,YES,Bad-Santa
Predator,Predator,"Jun 12, 1987",1987,1580565,NO,NO,Predator
My Big Fat Greek Wedding 2,My-Big-Fat-Greek-Wedding-2,"Mar 25, 2016",2016,7252704,NO,YES,My-Big-Fat-Greek-Wedding-2
The Perfect Guy,"Perfect-Guy,-The","Sep 11, 2015",2015,7905764,NO,NO,"Perfect-Guy,-The"
Austin Powers: International Man of Mystery,Austin-Powers-International-Man-of-Mystery,"May 2, 1997",1997,6173334,NO,NO,Austin-Powers-International-Man-of-Mystery
Diary of a Wimpy Kid: Rodrick Rules,Diary-of-a-Wimpy-Kid-Rodrick-Rules,"Mar 25, 2011",2011,2135228,NO,NO,Diary-of-a-Wimpy-Kid-Rodrick-Rules
Amadeus,Amadeus,"Sep 19, 1984",1984,3444706,NO,NO,Amadeus
Prom Night,Prom-Night,"Apr 11, 2008",2008,1182340,YES,YES,Prom-Night
Soul Surfer,Soul-Surfer,"Apr 8, 2011",2011,1967309,NO,NO,Soul-Surfer
Under the Tuscan Sun,Under-the-Tuscan-Sun,"Sep 26, 2003",2003,7331580,NO,NO,Under-the-Tuscan-Sun
Uncle Drew,Uncle-Drew,"Jun 29, 2018",2018,9772968,NO,NO,Uncle-Drew
Birdman or (The Unexpected Virtue of Ignorance),Birdman-or-(The-Unexpected-Virtue-of-Ignorance),"Oct 17, 2014",2014,4212300,NO,NO,Birdman-or-(The-Unexpected-Virtue-of-Ignorance)
Peggy Sue Got Married,Peggy-Sue-Got-Married,"Oct 10, 1986",1986,1577448,NO,YES,Peggy-Sue-Got-Married
Gosford Park,Gosford-Park,"Dec 26, 2001",2001,5564350,NO,NO,Gosford-Park
Orange County,Orange-County,"Jan 11, 2002",2002,0273923,NO,YES,Orange-County
Blue Jasmine,Blue-Jasmine,"Jul 26, 2013",2013,5053194,NO,NO,Blue-Jasmine
United 93,United-93,"Apr 28, 2006",2006,0481522,NO,YES,United-93
Honey,Honey,"Dec 5, 2003",2003,0357374,NO,YES,Honey
The Fog,"Fog,-The","Oct 14, 2005",2005,0763275,NO,YES,"Fog,-The"
Spy Hard,Spy-Hard,"May 24, 1996",1996,8347200,NO,NO,Spy-Hard
Ricki and the Flash,Ricki-and-the-Flash,"Aug 7, 2015",2015,7041042,NO,NO,Ricki-and-the-Flash
Glory,Glory,"Dec 13, 1989",1989,0098158,NO,YES,Glory
Conan the Destroyer,Conan-the-Destroyer,"Jun 29, 1984",1984,1654544,NO,YES,Conan-the-Destroyer
Love the Coopers,Love-the-Coopers,"Nov 13, 2015",2015,5200352,NO,NO,Love-the-Coopers
Catch-22,Catch-22,"Jun 24, 1970",1970,0065528,NO,YES,Catch-22
Observe and Report,Observe-and-Report,"Apr 10, 2009",2009,1546700,NO,NO,Observe-and-Report
Raging Bull,Raging-Bull,"Nov 14, 1980",1980,3440408,NO,NO,Raging-Bull
Love Happens,Love-Happens,"Sep 18, 2009",2009,1519209,NO,YES,Love-Happens
Fame,Fame,"Sep 25, 2009",2009,4521626,NO,NO,Fame
The Circle,"Circle,-The","Apr 28, 2017",2017,6864020,NO,YES,"Circle,-The"
Young Sherlock Holmes,Young-Sherlock-Holmes,"Dec 4, 1985",1985,3446932,NO,YES,Young-Sherlock-Holmes
127 Hours,127-Hours,"Nov 5, 2010",2010,1941432,NO,NO,127-Hours
Small Time Crooks,Small-Time-Crooks,"May 19, 2000",2000,0701686,NO,NO,Small-Time-Crooks
Center Stage,Center-Stage,"May 12, 2000",2000,0382168,NO,NO,Center-Stage
Norm of the North,Norm-of-the-North,"Jan 15, 2016",2016,7040938,NO,NO,Norm-of-the-North
Catch That Kid,Catch-That-Kid,"Feb 6, 2004",2004,7345300,NO,NO,Catch-That-Kid
Jobs,Jobs,"Aug 16, 2013",2013,1758795,NO,YES,Jobs
Life as a House,Life-as-a-House,"Oct 26, 2001",2001,0300167,NO,YES,Life-as-a-House
Youth in Revolt,Youth-in-Revolt,"Jan 8, 2010",2010,2135321,NO,NO,Youth-in-Revolt
And So It Goes,And-So-It-Goes,"Jul 25, 2014",2014,4012538,YES,YES,And-So-It-Goes
"I Love You, Beth Cooper","I-Love-You,-Beth-Cooper","Jul 10, 2009",2009,1476265,NO,YES,"I-Love-You,-Beth-Cooper"
Blow Out,Blow-Out,"Jul 24, 1981",1981,3440594,NO,NO,Blow-Out
The Tailor of Panama,"Tailor-of-Panama,-The","Mar 30, 2001",2001,7255390,NO,NO,"Tailor-of-Panama,-The"
The Legend of the Lone Ranger,"Legend-of-the-Lone-Ranger,-The","May 22, 1981",1981,3436506,NO,NO,"Legend-of-the-Lone-Ranger,-The"
Labor Day,Labor-Day,"Jan 31, 2014",2014,9425640,NO,YES,Labor-Day
Getaway,Getaway,"Aug 30, 2013",2013,2883572,NO,NO,Getaway
The Ice Storm,"Ice-Storm,-The","Sep 26, 1997",1997,6173380,NO,NO,"Ice-Storm,-The"
Being Julia,Being-Julia,"Oct 15, 2004",2004,7345392,NO,NO,Being-Julia
Troop Beverly Hills,Troop-Beverly-Hills,"Mar 22, 1989",1989,1595301,NO,NO,Troop-Beverly-Hills
Nine 1/2 Weeks,Nine-1/2-Weeks,"Feb 21, 1986",1986,0091635,YES,YES,Nine-12-Weeks
The Last Station,"Last-Station,-The","Jan 15, 2010",2010,1738294,NO,NO,"Last-Station,-The"
Dragonslayer,Dragonslayer,"Jun 26, 1981",1981,0082288,YES,YES,Dragonslayer
Ed Wood,Ed-Wood,"Sep 30, 1994",1994,0144185,NO,YES,Ed-Wood
Mongol,Mongol,"Jun 6, 2008",2008,1262269,NO,YES,Mongol
RocknRolla,RocknRolla,"Oct 8, 2008",2008,1657663,NO,NO,RocknRolla
Megaforce,Megaforce,"Jun 25, 1982",1982,8919186,NO,NO,Megaforce
Mao's Last Dancer,Mao's-Last-Dancer,"Aug 20, 2010",2010,NO ID FOUND,NO,NO,Mao's-Last-Dancer
Hamlet,Hamlet,"Dec 25, 1996",1996,0184908,NO,NO,Hamlet
The Railway Man,"Railway-Man,-The","Apr 11, 2014",2014,5533670,NO,NO,"Railway-Man,-The"
Restoration,Restoration,"Dec 29, 1995",1995,0114272,NO,YES,Restoration
Midnight Special,Midnight-Special,"Mar 18, 2016",2016,5841246,NO,NO,Midnight-Special
Miss Sloane,Miss-Sloane,"Nov 25, 2016",2016,9413192,NO,YES,Miss-Sloane
Metallica Through the Never,Metallica-Through-the-Never,"Sep 27, 2013",2013,5334872,NO,NO,Metallica-Through-the-Never
Anything Else,Anything-Else,"Sep 19, 2003",2003,7331576,NO,NO,Anything-Else
Unforgettable,Unforgettable,"Feb 23, 1996",1996,0118040,YES,YES,Unforgettable
T2: Trainspotting,T2-Trainspotting,"Mar 17, 2017",2017,2763304,YES,YES,T2-Trainspotting
Das Weisse Band: Eine deutsche Kindergeschichte,Das-Weisse-Band-Eine-deutsche-Kindergeschichte,"Dec 30, 2009",2009,1149362,YES,YES,Das-Weisse-Band-Eine-deutsche-Kindergeschichte
8 Million Ways to Die,8-Million-Ways-to-Die,"Apr 25, 1986",1986,3449656,NO,NO,8-Million-Ways-to-Die
Phantom,Phantom,"Mar 1, 2013",2013,2918988,YES,YES,Phantom
The Salton Sea,"Salton-Sea,-The","Apr 26, 2002",2002,0965650,NO,NO,"Salton-Sea,-The"
The Informers,"Informers,-The","Apr 24, 2009",2009,1130080,YES,YES,"Informers,-The"
One Man's Hero,One-Man's-Hero,"Sep 24, 1999",1999,0120775,NO,YES,One-Man's-Hero
Carlos,Carlos,"Oct 15, 2010",2010,2602214,NO,NO,Carlos
Renaissance,Renaissance,"Sep 22, 2006",2006,0386741,NO,YES,Renaissance
I Come with the Rain,I-Come-with-the-Rain,"Dec 31, 2008",2008,NO ID FOUND,NO,NO,I-Come-with-the-Rain
I Am Wrath,I-Am-Wrath,"Apr 15, 2016",2016,3212232,NO,YES,I-Am-Wrath
Wolves,Wolves,"Nov 14, 2014",2014,1925466,NO,YES,Wolves
Day of the Dead,Day-of-the-Dead,"Apr 8, 2008",2008,0489018,NO,YES,Day-of-the-Dead
The Prince,"Prince,-The","Aug 22, 2014",2014,3890192,NO,NO,"Prince,-The"
Forsaken,Forsaken,"Feb 19, 2016",2016,4387952,NO,YES,Forsaken
Red Sonja,Red-Sonja,"Jun 28, 1985",1985,3446814,NO,NO,Red-Sonja
Red Lights,Red-Lights,"Jul 13, 2012",2012,2639810,NO,NO,Red-Lights
Superbad,Superbad,"Aug 17, 2007",2007,1086502,NO,NO,Superbad
Madea Goes To Jail,Madea-Goes-To-Jail,"Feb 20, 2009",2009,1531694,NO,NO,Madea-Goes-To-Jail
Step Up 2 the Streets,Step-Up-2-the-Streets,"Feb 14, 2008",2008,1023481,YES,YES,Step-Up-2-the-Streets
Hoodwinked,Hoodwinked,"Jan 13, 2006",2006,1429130,NO,YES,Hoodwinked
Hotel Rwanda,Hotel-Rwanda,"Dec 22, 2004",2004,7353542,NO,NO,Hotel-Rwanda
Beerfest,Beerfest,"Aug 25, 2006",2006,7212840,NO,NO,Beerfest
Black Nativity,Black-Nativity,"Nov 27, 2013",2013,3387316,NO,NO,Black-Nativity
City of Ghosts,City-of-Ghosts,"Apr 25, 2003",2003,NO ID FOUND,NO,NO,City-of-Ghosts
Taxi 4,Taxi-4,"Dec 31, 2007",2007,1077018,NO,NO,Taxi-4
A Quiet Place,A-Quiet-Place,"Apr 6, 2018",2018,8248246,NO,NO,A-Quiet-Place
The Others,"Others,-The","Aug 10, 2001",2001,0250371,NO,YES,"Others,-The"
Aliens,Aliens,"Jul 18, 1986",1986,0091083,YES,YES,Aliens
Let's Be Cops,Let's-Be-Cops,"Aug 13, 2014",2014,5061946,NO,NO,Let's-Be-Cops
I Know What You Did Last Summer,I-Know-What-You-Did-Last-Summer,"Oct 17, 1997",1997,0119345,YES,YES,I-Know-What-You-Did-Last-Summer
My Fair Lady,My-Fair-Lady,"Oct 22, 1964",1964,1440905,NO,YES,My-Fair-Lady
Sideways,Sideways,"Oct 22, 2004",2004,7345398,NO,NO,Sideways
The Best Man Holiday,"Best-Man-Holiday,-The","Nov 15, 2013",2013,3321112,NO,NO,"Best-Man-Holiday,-The"
Friday the 13th,Friday-the-13th,"Feb 13, 2009",2009,0758746,YES,YES,Friday-the-13th
Pitch Perfect,Pitch-Perfect,"Sep 28, 2012",2012,7195440,NO,NO,Pitch-Perfect
Halloween: H2O,Halloween-H2O,"Aug 5, 1998",1998,NO ID FOUND,NO,NO,Halloween-H2O
Evil Dead,Evil-Dead,"Apr 5, 2013",2013,8686468,NO,NO,Evil-Dead
Jet Li's Hero,Jet-Li's-Hero,"Aug 27, 2004",2004,NO ID FOUND,NO,NO,Jet-Li's-Hero
Saw 3D,Saw-3D,"Oct 29, 2010",2010,1477076,YES,YES,Saw-3D
"McFarland, USA","McFarland,-USA","Feb 20, 2015",2015,7046346,NO,NO,"McFarland,-USA"
Almost Christmas,Almost-Christmas,"Nov 11, 2016",2016,6836394,NO,YES,Almost-Christmas
The Hills Have Eyes,"Hills-Have-Eyes,-The","Mar 10, 2006",2006,0823189,NO,YES,"Hills-Have-Eyes,-The"
40 Days and 40 Nights,40-Days-and-40-Nights,"Mar 1, 2002",2002,7315402,NO,NO,40-Days-and-40-Nights
Good Boy!,Good-Boy!,"Oct 10, 2003",2003,0172156,YES,YES,Good-Boy!
Smokin' Aces,Smokin'-Aces,"Jan 26, 2007",2007,1148297,NO,YES,Smokin'-Aces
A Night at the Roxbury,A-Night-at-the-Roxbury,"Oct 2, 1998",1998,6156108,NO,YES,A-Night-at-the-Roxbury
Beastly,Beastly,"Mar 4, 2011",2011,1942665,NO,NO,Beastly
Brooklyn's Finest,Brooklyn's-Finest,"Mar 5, 2010",2010,5210170,NO,YES,Brooklyn's-Finest
Tron,Tron,"Jul 9, 1982",1982,2588154,NO,NO,Tron
Lottery Ticket,Lottery-Ticket,"Aug 20, 2010",2010,3022330,NO,NO,Lottery-Ticket
Dickie Roberts: Former Child Star,Dickie-Roberts-Former-Child-Star,"Sep 5, 2003",2003,7331570,NO,NO,Dickie-Roberts-Former-Child-Star
ATL,ATL,"Mar 31, 2006",2006,5717942,NO,NO,ATL
Summer Catch,Summer-Catch,"Aug 24, 2001",2001,7258196,NO,NO,Summer-Catch
A Simple Plan,A-Simple-Plan,"Dec 11, 1998",1998,6176192,NO,NO,A-Simple-Plan
Larry the Cable Guy: Health Inspector,Larry-the-Cable-Guy-Health-Inspector,"Mar 24, 2006",2006,0462395,NO,YES,Larry-the-Cable-Guy-Health-Inspector
Wes Craven Presents: They,Wes-Craven-Presents-They,"Nov 27, 2002",2002,0283632,NO,YES,Wes-Craven-Presents-They
The Adventures of Elmo in Grouchland,"Adventures-of-Elmo-in-Grouchland,-The","Oct 1, 1999",1999,8586366,NO,NO,"Adventures-of-Elmo-in-Grouchland,-The"
Superman IV: The Quest for Peace,Superman-IV-The-Quest-for-Peace,"Jul 24, 1987",1987,0094074,YES,YES,Superman-IV-The-Quest-for-Peace
55 Days at Peking,55-Days-at-Peking,"Jan 1, 1963",1963,0056800,NO,YES,55-Days-at-Peking
My Life in Ruins,My-Life-in-Ruins,"Jun 5, 2009",2009,2135129,NO,NO,My-Life-in-Ruins
American Dreamz,American-Dreamz,"Apr 21, 2006",2006,2132777,NO,NO,American-Dreamz
How She Move,How-She-Move,"Jan 25, 2008",2008,1176555,NO,NO,How-She-Move
Running Scared,Running-Scared,"Feb 24, 2006",2006,0909465,NO,NO,Running-Scared
The Apparition,"Apparition,-The","Aug 24, 2012",2012,2393568,NO,YES,"Apparition,-The"
Bobby Jones: Stroke of Genius,Bobby-Jones-Stroke-of-Genius,"Apr 30, 2004",2004,7345334,NO,NO,Bobby-Jones-Stroke-of-Genius
Shanghai Surprise,Shanghai-Surprise,"Aug 29, 1986",1986,0091934,YES,YES,Shanghai-Surprise
L'illusionniste,L'illusionniste,"Dec 25, 2010",2010,0775489,YES,YES,L'illusionniste
Roar,Roar,"Jan 1, 1981",1981,0083002,NO,YES,Roar
Veronica Guerin,Veronica-Guerin,"Oct 17, 2003",2003,7331592,NO,NO,Veronica-Guerin
Genius,Genius,"Jun 10, 2016",2016,5500906,NO,YES,Genius
Southland Tales,Southland-Tales,"Nov 14, 2007",2007,1144368,NO,NO,Southland-Tales
Escobar: Paradise Lost,Escobar-Paradise-Lost,"Jun 26, 2015",2015,6189258,NO,NO,Escobar-Paradise-Lost
"Mune, le gardien de la lune","Mune,-le-gardien-de-la-lune","Sep 26, 2017",2017,NO ID FOUND,NO,NO,"Mune,-le-gardien-de-la-lune"
Chasseurs de dragons,Chasseurs-de-dragons,"Jun 23, 2009",2009,NO ID FOUND,NO,NO,Chasseurs-de-dragons
Damnation Alley,Damnation-Alley,"Oct 21, 1977",1977,0075909,NO,YES,Damnation-Alley
The Young Messiah,"Young-Messiah,-The","Mar 11, 2016",2016,5553348,NO,NO,"Young-Messiah,-The"
FUR: An Imaginary Portrait of Diane Arbus,FUR-An-Imaginary-Portrait-of-Diane-Arbus,"Nov 10, 2006",2006,7212798,NO,NO,FUR-An-Imaginary-Portrait-of-Diane-Arbus
My Girl,My-Girl,"Nov 27, 1991",1991,4685032,NO,YES,My-Girl
Wall Street,Wall-Street,"Dec 11, 1987",1987,0093186,YES,YES,Wall-Street
Sense and Sensibility,Sense-and-Sensibility,"Dec 11, 1995",1995,6149532,NO,NO,Sense-and-Sensibility
The Illusionist,"Illusionist,-The","Aug 18, 2006",2006,0443543,YES,YES,"Illusionist,-The"
Becoming Jane,Becoming-Jane,"Aug 3, 2007",2007,4543544,NO,NO,Becoming-Jane
House of Sand and Fog,House-of-Sand-and-Fog,"Dec 19, 2003",2003,8102018,NO,NO,House-of-Sand-and-Fog
Sydney White,Sydney-White,"Sep 21, 2007",2007,1112434,NO,NO,Sydney-White
Arn - Tempelriddaren,Arn---Tempelriddaren,"Dec 31, 2007",2007,0837106,NO,YES,Arn---Tempelriddaren
Dead Poets Society,Dead-Poets-Society,"Jun 2, 1989",1989,0688750,NO,YES,Dead-Poets-Society
Dumb & Dumber,Dumb-&-Dumber,"Dec 16, 1994",1994,0109686,YES,YES,Dumb-&-Dumber
When Harry Met Sallyâ¦,When-Harry-Met-Sallyâ¦,"Jul 14, 1989",1989,0098635,YES,YES,When-Harry-Met-Sallyâ¦
Road Trip,Road-Trip,"May 19, 2000",2000,0235235,NO,YES,Road-Trip
The Verdict,"Verdict,-The","Dec 8, 1982",1982,0125308,NO,YES,"Verdict,-The"
Varsity Blues,Varsity-Blues,"Jan 15, 1999",1999,1049210,NO,NO,Varsity-Blues
Moonrise Kingdom,Moonrise-Kingdom,"May 25, 2012",2012,3707014,NO,YES,Moonrise-Kingdom
The Artist,"Artist,-The","Nov 25, 2011",2011,2389209,NO,NO,"Artist,-The"
The Unborn,"Unborn,-The","Jan 9, 2009",2009,1139668,YES,YES,"Unborn,-The"
The Master of Disguise,"Master-of-Disguise,-The","Aug 2, 2002",2002,7322038,NO,NO,"Master-of-Disguise,-The"
The Texas Chainsaw Massacre: The Beginning,"Texas-Chainsaw-Massacre-The-Beginning,-The","Oct 6, 2006",2006,0874943,NO,NO,"Texas-Chainsaw-Massacre-The-Beginning,-The"
El Laberinto del Fauno,El-Laberinto-del-Fauno,"Dec 29, 2006",2006,7659908,NO,YES,El-Laberinto-del-Fauno
The Roommate,"Roommate,-The","Feb 4, 2011",2011,5220896,NO,NO,"Roommate,-The"
The Messengers,"Messengers,-The","Feb 2, 2007",2007,1053841,NO,NO,"Messengers,-The"
See Spot Run,See-Spot-Run,"Mar 2, 2001",2001,0827962,NO,NO,See-Spot-Run
Double Impact,Double-Impact,"Aug 9, 1991",1991,6092106,NO,NO,Double-Impact
Baby Boy,Baby-Boy,"Jun 27, 2001",2001,7258162,NO,NO,Baby-Boy
Joe Dirt,Joe-Dirt,"Apr 11, 2001",2001,0368203,NO,NO,Joe-Dirt
The Women,"Women,-The","Sep 12, 2008",2008,6692778,NO,NO,"Women,-The"
Hot Fuzz,Hot-Fuzz,"Apr 20, 2007",2007,6368504,NO,YES,Hot-Fuzz
Vicky Cristina Barcelona,Vicky-Cristina-Barcelona,"Aug 15, 2008",2008,1503971,NO,NO,Vicky-Cristina-Barcelona
Boys and Girls,Boys-and-Girls,"Jun 16, 2000",2000,0204175,YES,YES,Boys-and-Girls
Superfly,Superfly,"Jun 13, 2018",2018,9505596,NO,NO,Superfly
LÃ©on,LÃ©on,"Nov 18, 1994",1994,1826241,NO,NO,LÃ©on
Remember Me,Remember-Me,"Mar 12, 2010",2010,1611985,NO,YES,Remember-Me
White Oleander,White-Oleander,"Oct 11, 2002",2002,0594961,NO,NO,White-Oleander
Jennifer's Body,Jennifer's-Body,"Sep 18, 2009",2009,1519209,NO,YES,Jennifer's-Body
Drowning Mona,Drowning-Mona,"Mar 3, 2000",2000,1210325,NO,NO,Drowning-Mona
Radio Days,Radio-Days,"Jan 30, 1987",1987,1580552,NO,NO,Radio-Days
How to Deal,How-to-Deal,"Jul 18, 2003",2003,7331554,NO,NO,How-to-Deal
Soul Plane,Soul-Plane,"May 28, 2004",2004,2135145,NO,NO,Soul-Plane
My Stepmother Is an Alien,My-Stepmother-Is-an-Alien,"Dec 9, 1988",1988,1594839,NO,YES,My-Stepmother-Is-an-Alien
People Like Us,People-Like-Us,"Jun 29, 2012",2012,7191460,NO,NO,People-Like-Us
The Thirteenth Floor,"Thirteenth-Floor,-The","May 28, 1999",1999,0139809,YES,YES,"Thirteenth-Floor,-The"
The Cookout,"Cookout,-The","Sep 3, 2004",2004,0380277,NO,YES,"Cookout,-The"
Meteor,Meteor,"Oct 19, 1979",1979,0298741,NO,YES,Meteor
Highlander,Highlander,"Mar 7, 1986",1986,0090876,NO,YES,Highlander
Bleed for This,Bleed-for-This,"Nov 18, 2016",2016,7045144,NO,NO,Bleed-for-This
Hollywood Ending,Hollywood-Ending,"May 3, 2002",2002,7315466,NO,NO,Hollywood-Ending
Duets,Duets,"Sep 15, 2000",2000,0766083,YES,YES,Duets
Detroit Rock City,Detroit-Rock-City,"Aug 13, 1999",1999,8886118,NO,NO,Detroit-Rock-City
Things We Lost in the Fire,Things-We-Lost-in-the-Fire,"Oct 19, 2007",2007,1136300,NO,NO,Things-We-Lost-in-the-Fire
The Homesman,"Homesman,-The","Nov 14, 2014",2014,4338024,NO,NO,"Homesman,-The"
Trance,Trance,"Apr 5, 2013",2013,3129918,NO,NO,Trance
The Immigrant,"Immigrant,-The","May 16, 2014",2014,4380070,NO,YES,"Immigrant,-The"
Steel,Steel,"Aug 15, 1997",1997,0420900,NO,NO,Steel
The White Countess,"White-Countess,-The","Dec 21, 2005",2005,0384686,NO,YES,"White-Countess,-The"
Bienvenue chez les Ch'tis,Bienvenue-chez-les-Ch'tis,"Jul 25, 2008",2008,1064932,YES,YES,Bienvenue-chez-les-Ch'tis
"Men, Women and Children","Men,-Women-and-Children","Oct 1, 2014",2014,3179568,NO,YES,"Men,-Women-and-Children"
Enter the Void,Enter-the-Void,"Sep 24, 2010",2010,NO ID FOUND,NO,NO,Enter-the-Void
Good,Good,"Dec 31, 2008",2008,8932038,NO,NO,Good
